WE_41B884,youssef,STUDBME2,CMP_LAB3,El-modarag,STUDBME1,CMP_LAB4,CMP_LAB2,ARC3,Sbme-Staff,CMP_LAB1,El-lab,Mo_Hamza,Farouk,RehabLab,Gamil,TP-Link_463C,redmi,ARC1,target
-54,-82,-53,-100,-67,-55,-100,-100,-66,-100,-100,-100,-100,-100,-91,-76,-100,-100,-100,5
-68,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-43,-64,-100,-100,-100,-100,-100,-100,12
-69,-100,-54,-71,-100,-100,-100,-72,-100,-100,-100,-42,-100,-78,-100,-100,-100,-100,-100,12
-69,-91,-58,-100,-71,-51,-100,-100,-68,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,5
-56,-81,-58,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-54,-100,-55,-100,-100,-72,-100,-100,-100,-100,-100,-100,-68,-58,-62,-100,-100,-100,-100,11
-73,-72,-68,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-57,-100,-51,-100,-72,-49,-100,-100,-65,-100,-70,-100,-100,-100,-100,-77,-100,-100,-100,5
-56,-83,-54,-67,-68,-50,-69,-66,-70,-100,-67,-100,-100,-70,-100,-75,-100,-100,-100,5
-55,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-66,-100,-100,-100,-100,10
-66,-100,-62,-74,-66,-41,-74,-75,-66,-84,-75,-100,-100,-100,-100,-100,-100,-100,-100,5
-75,-100,-74,-100,-77,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-59,-100,-49,-100,-70,-47,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-43,-100,-47,-100,-100,-58,-100,-64,-100,-100,-64,-75,-100,-75,-100,-100,-100,-100,-100,9
-71,-100,-53,-69,-100,-100,-100,-100,-100,-100,-100,-52,-54,-100,-100,-100,-100,-100,-100,13
-42,-90,-47,-66,-100,-46,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,9
-60,-89,-64,-100,-63,-37,-100,-70,-64,-74,-100,-100,-100,-100,-100,-62,-100,-100,-100,5
-47,-88,-45,-100,-100,-59,-100,-100,-100,-100,-59,-100,-100,-100,-100,-83,-100,-100,-100,9
-55,-100,-51,-45,-100,-63,-100,-100,-100,-100,-42,-78,-100,-64,-67,-100,-100,-100,-100,10
-65,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,13
-65,-78,-62,-100,-73,-58,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-69,-100,-62,-100,-62,-40,-100,-100,-64,-78,-100,-100,-100,-100,-100,-100,-100,-100,-89,5
-52,-100,-45,-55,-100,-100,-100,-54,-100,-100,-100,-67,-75,-100,-71,-100,-100,-100,-100,10
-73,-78,-77,-87,-69,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,8
-78,-100,-76,-100,-87,-67,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-65,-76,-63,-100,-74,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-80,-100,-100,-100,8
-69,-82,-70,-76,-74,-64,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-61,-100,-60,-100,-100,-100,-100,-100,-100,-100,-76,-55,-66,-100,-100,-100,-100,-100,-100,13
-61,-100,-56,-100,-100,-100,-70,-100,-100,-100,-100,-63,-66,-100,-100,-100,-100,-100,-100,13
-69,-100,-64,-73,-100,-100,-71,-73,-100,-100,-72,-54,-62,-100,-100,-100,-100,-100,-100,13
-64,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-54,-72,-100,-100,-100,-100,-100,-100,13
-57,-100,-46,-69,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,13
-63,-73,-71,-70,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,8
-65,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-100,-100,-100,-100,12
-53,-100,-57,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-67,-73,-100,-100,-100,-100,10
-49,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,10
-48,-100,-52,-100,-100,-66,-100,-100,-100,-100,-100,-100,-81,-61,-73,-100,-100,-100,-100,10
-57,-100,-47,-46,-100,-56,-100,-49,-100,-100,-46,-100,-68,-56,-100,-100,-100,-100,-100,10
-56,-100,-55,-100,-100,-64,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,10
-40,-86,-38,-100,-100,-52,-62,-100,-100,-100,-64,-100,-100,-70,-100,-100,-100,-100,-100,9
-54,-100,-51,-68,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,13
-66,-100,-47,-100,-100,-100,-100,-100,-100,-100,-100,-53,-63,-100,-100,-100,-100,-100,-100,13
-51,-100,-53,-100,-100,-69,-100,-59,-100,-100,-57,-100,-64,-57,-65,-100,-100,-100,-100,10
-66,-89,-72,-100,-62,-47,-100,-73,-66,-75,-100,-100,-100,-100,-100,-69,-100,-100,-100,5
-66,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-52,-69,-100,-100,-100,-100,-100,-100,12
-59,-80,-63,-100,-73,-59,-69,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-100,7
-64,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-45,-78,-100,-100,-100,-100,-100,-100,12
-63,-100,-56,-100,-100,-100,-70,-100,-100,-100,-68,-57,-72,-100,-100,-100,-100,-100,-100,13
-49,-100,-44,-65,-100,-53,-64,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,9
-76,-88,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-65,-100,-63,-71,-69,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-57,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,13
-66,-78,-57,-100,-67,-41,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-69,-88,-72,-100,-58,-46,-100,-100,-63,-74,-100,-100,-100,-100,-100,-70,-100,-100,-100,5
-66,-100,-70,-75,-63,-46,-100,-100,-60,-87,-100,-100,-100,-100,-100,-67,-100,-100,-100,5
-69,-66,-77,-100,-62,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,8
-51,-100,-47,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,10
-63,-80,-65,-100,-75,-62,-76,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-65,-100,-57,-100,-100,-100,-100,-67,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,13
-78,-84,-76,-100,-79,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-66,-100,-67,-100,-79,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-48,-100,-44,-100,-100,-54,-57,-100,-100,-100,-58,-72,-100,-100,-73,-84,-100,-100,-100,9
-65,-100,-51,-71,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,13
-54,-100,-52,-43,-100,-73,-44,-41,-100,-100,-100,-100,-71,-100,-67,-100,-100,-100,-100,11
-49,-100,-46,-100,-100,-56,-100,-58,-100,-100,-100,-100,-79,-65,-72,-100,-100,-100,-100,10
-66,-100,-68,-100,-65,-24,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-83,5
-50,-100,-49,-100,-100,-53,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,9
-48,-100,-47,-100,-100,-59,-52,-100,-100,-100,-55,-100,-100,-66,-100,-100,-100,-100,-100,9
-62,-100,-63,-100,-100,-43,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-53,-100,-50,-100,-100,-65,-50,-54,-100,-100,-47,-100,-100,-55,-58,-100,-100,-100,-100,11
-48,-87,-52,-100,-100,-50,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,9
-49,-100,-42,-60,-100,-100,-64,-100,-100,-100,-61,-74,-100,-68,-100,-100,-100,-100,-100,9
-66,-100,-54,-77,-100,-100,-100,-100,-100,-100,-100,-61,-64,-100,-100,-100,-100,-100,-100,13
-100,-50,-79,-100,-66,-69,-100,-81,-100,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,8
-73,-67,-74,-87,-73,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,8
-61,-83,-51,-69,-69,-42,-100,-70,-100,-82,-100,-100,-100,-81,-100,-85,-100,-100,-100,5
-70,-86,-68,-100,-100,-63,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-72,-94,-75,-88,-100,-64,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-64,-100,-70,-77,-66,-42,-100,-75,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,5
-64,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-54,-74,-100,-100,-100,-100,-100,-100,13
-47,-100,-47,-60,-100,-58,-100,-58,-100,-100,-61,-100,-100,-63,-70,-100,-100,-100,-100,10
-65,-75,-68,-100,-76,-67,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-58,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,13
-69,-100,-56,-78,-100,-100,-100,-100,-100,-100,-75,-53,-59,-100,-100,-100,-100,-100,-100,12
-71,-78,-66,-100,-69,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,8
-53,-100,-48,-54,-100,-100,-100,-53,-100,-100,-53,-71,-100,-70,-76,-100,-100,-100,-100,10
-67,-94,-66,-100,-70,-54,-100,-70,-65,-100,-68,-81,-100,-68,-100,-73,-100,-100,-100,5
-100,-57,-83,-100,-66,-73,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,8
-54,-100,-46,-100,-100,-64,-100,-100,-100,-100,-100,-73,-100,-59,-59,-100,-100,-100,-100,10
-70,-100,-66,-100,-100,-100,-100,-75,-100,-100,-100,-53,-63,-100,-100,-100,-100,-100,-100,12
-47,-100,-49,-59,-100,-58,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,9
-56,-100,-46,-100,-100,-59,-100,-100,-100,-100,-100,-100,-72,-66,-76,-100,-100,-100,-100,10
-67,-76,-64,-71,-100,-56,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-58,-86,-55,-68,-70,-56,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-64,-78,-64,-79,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-59,-100,-64,-56,-100,-61,-56,-54,-100,-100,-56,-100,-100,-50,-100,-100,-100,-100,-100,11
-71,-100,-53,-100,-100,-100,-100,-100,-100,-100,-69,-54,-100,-100,-100,-100,-100,-100,-100,13
-67,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-59,-69,-100,-100,-100,-100,-100,-100,13
-61,-100,-57,-68,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,13
-68,-82,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-71,-100,-55,-69,-100,-100,-71,-100,-100,-100,-70,-44,-62,-82,-100,-100,-100,-100,-100,12
-71,-100,-56,-100,-62,-30,-100,-70,-100,-83,-71,-100,-100,-100,-100,-62,-100,-100,-100,5
-44,-100,-45,-100,-100,-61,-58,-100,-100,-100,-58,-70,-100,-67,-100,-100,-100,-100,-100,9
-39,-90,-38,-100,-100,-57,-60,-100,-100,-100,-63,-100,-100,-69,-100,-100,-100,-100,-100,9
-51,-85,-38,-100,-100,-61,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,10
-60,-100,-54,-78,-100,-100,-77,-100,-100,-100,-74,-69,-67,-100,-100,-100,-100,-100,-100,13
-68,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-48,-66,-100,-100,-100,-100,-100,-100,13
-65,-100,-53,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-55,-64,-100,-100,-100,-100,11
-78,-75,-72,-85,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,8
-62,-100,-53,-100,-100,-66,-100,-100,-100,-100,-100,-100,-100,-50,-63,-100,-100,-100,-100,11
-77,-82,-76,-100,-100,-75,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-57,-78,-62,-100,-71,-52,-79,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-78,-72,-86,-100,-59,-68,-100,-100,-100,-100,-83,-100,-100,-100,-100,-80,-100,-100,-100,8
-56,-100,-56,-70,-69,-48,-100,-100,-100,-88,-100,-100,-100,-100,-89,-80,-100,-100,-100,5
-61,-100,-48,-100,-100,-100,-100,-100,-100,-100,-100,-63,-76,-100,-100,-100,-100,-100,-100,13
-75,-100,-79,-100,-81,-71,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,6
-65,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-53,-72,-100,-100,-100,-100,-100,-100,12
-67,-89,-68,-100,-74,-52,-100,-100,-71,-100,-79,-100,-100,-80,-100,-86,-100,-100,-100,5
-80,-71,-78,-100,-73,-71,-100,-84,-100,-100,-83,-100,-100,-100,-100,-84,-100,-100,-100,8
-69,-100,-61,-100,-56,-28,-100,-100,-68,-100,-100,-100,-100,-100,-91,-63,-100,-100,-100,5
-58,-100,-55,-42,-100,-70,-41,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,11
-64,-100,-56,-100,-100,-100,-100,-100,-100,-100,-100,-52,-64,-100,-100,-100,-100,-100,-100,13
-62,-77,-63,-82,-69,-60,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-55,-100,-46,-60,-100,-56,-100,-62,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,10
-45,-85,-45,-62,-100,-51,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,9
-75,-52,-73,-100,-61,-66,-77,-77,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,8
-65,-78,-63,-76,-100,-68,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-70,-100,-56,-78,-100,-100,-100,-76,-100,-100,-100,-52,-100,-82,-100,-100,-100,-100,-100,12
-64,-100,-57,-100,-100,-74,-54,-100,-100,-100,-54,-100,-100,-52,-100,-100,-100,-100,-100,11
-69,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-50,-68,-81,-100,-100,-100,-100,-100,12
-50,-100,-56,-100,-100,-48,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-62,-74,-62,-72,-73,-66,-74,-73,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,8
-65,-69,-72,-74,-100,-70,-100,-75,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,8
-50,-100,-44,-68,-100,-100,-100,-100,-100,-100,-100,-69,-73,-100,-100,-100,-100,-100,-100,13
-65,-76,-65,-100,-71,-61,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-71,-77,-63,-100,-77,-66,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-58,-80,-55,-100,-73,-58,-71,-100,-100,-89,-68,-100,-100,-100,-100,-100,-100,-100,-100,7
-53,-100,-51,-100,-100,-61,-100,-55,-100,-100,-100,-72,-100,-58,-68,-100,-100,-100,-100,10
-51,-100,-47,-61,-100,-100,-100,-100,-100,-100,-100,-61,-73,-100,-100,-100,-100,-100,-100,13
-68,-100,-68,-100,-60,-44,-100,-100,-59,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,5
-54,-100,-45,-100,-100,-58,-100,-100,-100,-100,-54,-65,-100,-100,-100,-100,-100,-100,-100,10
-59,-100,-63,-100,-100,-53,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-38,-100,-50,-100,-100,-68,-60,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,9
-58,-100,-54,-100,-100,-68,-100,-46,-100,-100,-78,-100,-64,-58,-100,-100,-100,-100,-100,11
-55,-77,-64,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-67,-83,-63,-73,-100,-64,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-62,-100,-53,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-68,-69,-100,-100,-100,-100,11
-64,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-47,-71,-100,-100,-100,-100,-100,-100,12
-59,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,13
-72,-81,-74,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,6
-47,-88,-46,-61,-100,-100,-60,-100,-100,-100,-59,-100,-100,-100,-76,-100,-100,-100,-100,9
-51,-100,-49,-100,-100,-61,-100,-59,-100,-100,-57,-100,-100,-100,-72,-100,-100,-100,-100,10
-56,-100,-43,-100,-100,-66,-100,-52,-100,-100,-100,-68,-100,-64,-70,-100,-100,-100,-100,10
-69,-100,-54,-100,-100,-77,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,12
-72,-100,-68,-100,-79,-63,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-67,-100,-48,-100,-100,-64,-100,-100,-100,-100,-100,-74,-100,-50,-100,-100,-100,-100,-100,10
-64,-100,-65,-100,-100,-39,-100,-100,-66,-81,-75,-100,-100,-100,-100,-56,-100,-100,-100,5
-71,-74,-65,-100,-74,-64,-100,-78,-100,-100,-75,-100,-100,-100,-100,-81,-100,-100,-100,8
-65,-79,-68,-67,-100,-62,-100,-100,-100,-100,-70,-100,-100,-100,-100,-83,-100,-100,-100,8
-71,-100,-60,-100,-100,-86,-100,-100,-100,-100,-100,-51,-74,-100,-100,-100,-100,-100,-100,12
-46,-100,-44,-67,-100,-63,-66,-67,-100,-100,-62,-100,-100,-67,-100,-100,-100,-100,-100,9
-60,-100,-59,-100,-69,-46,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
-70,-100,-67,-70,-68,-44,-70,-100,-72,-100,-71,-100,-100,-82,-91,-78,-100,-100,-100,5
-72,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-50,-70,-100,-100,-100,-100,-100,-100,12
-62,-100,-52,-45,-100,-59,-100,-100,-100,-100,-48,-100,-100,-64,-100,-100,-100,-100,-100,11
-47,-100,-44,-59,-100,-47,-57,-100,-100,-100,-60,-69,-100,-100,-100,-100,-100,-100,-100,9
-67,-100,-69,-100,-75,-60,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,6
-65,-74,-54,-100,-65,-48,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,7
